corrida;secao;acoatual;qualidade;al_min;c_min;c_max;n_min;s_min;sequencia;sequenciatotal;panela;vidapanela;tempociclo;tempovacuototal;temperaturaliquidus;temperaturasaidafp;temperaturaobjetivada
851;90.0;AC59C35F;00FFEE90;0.01;0.35;0.38;0.01;0.02;4.0;4.0;6.0;29.0;991.0;18.0;1489.0;1643;1534.0
850;90.0;38D99447;B44BA138;0.01;0.31;0.33;0.01;0.04;3.0;4.0;3.0;6.0;754.0;34.0;1482.0;1669;1542.0
849;90.0;584E58EC;B44BA138;0.01;0.29;0.31;0.01;0.04;1.0;3.0;4.0;25.0;645.0;34.0;1482.0;1664;1542.0
848;90.0;59BC00D4;00FFEE90;0.01;0.33;0.35;0.01;0.02;3.0;5.0;8.0;17.0;696.0;18.0;1489.0;1658;1534.0
847;90.0;3BCD27BA;0A8B5BDF;0.01;0.47;0.49;0.02;0.03;2.0;5.0;6.0;28.0;701.0;41.0;1481.0;1657;1536.0
846;90.0;426D7C8F;0A8B5BDF;0.01;0.34;0.36;0.01;0.02;1.0;5.0;15.0;46.0;0.0;41.0;1481.0;1686;1536.0
845;90.0;D6A00ECF;FC8C358D;0.0;0.4;0.43;0.02;0.05;7.0;7.0;4.0;24.0;407.0;34.0;1476.0;1635;1516.0
844;90.0;E2B94132;FC8C358D;0.0;0.42;0.46;0.02;0.05;6.0;7.0;3.0;5.0;399.0;34.0;1476.0;1626;1516.0
837;90.0;860DF6F5;E9D2B793;0.0;0.43;0.48;0.01;0.09;4.0;4.0;4.0;22.0;0.0;34.0;1480.0;1644;1520.0
836;90.0;E752D832;E9D2B793;0.0;0.36;0.39;0.01;0.08;3.0;4.0;3.0;3.0;0.0;34.0;1480.0;1646;1520.0
835;90.0;76456250;7BA7093A;0.01;0.18;0.21;0.01;0.0;2.0;4.0;8.0;14.0;0.0;18.0;1509.0;1660;1554.0
834;90.0;E0C4317E;A8E02CB3;0.01;0.48;0.52;0.0;0.02;1.0;4.0;6.0;25.0;0.0;18.0;1480.0;1659;1525.0
825;90.0;E1612E1D;F1291CB0;0.02;0.21;0.23;0.01;0.02;5.0;5.0;8.0;12.0;3152.0;51.0;1506.0;1689;1551.0
824;90.0;1D6F6DC4;F1291CB0;0.02;0.24;0.26;0.01;0.02;4.0;5.0;15.0;44.0;5462.0;51.0;1506.0;1685;1551.0
823;90.0;2E12F21A;F1291CB0;0.02;0.23;0.26;0.01;0.02;3.0;5.0;6.0;22.0;5784.0;51.0;1506.0;1679;1551.0
822;90.0;3A6E4E39;F1291CB0;0.02;0.17;0.19;0.01;0.02;2.0;5.0;4.0;19.0;5039.0;51.0;1506.0;1685;1551.0
821;90.0;E9043640;F1291CB0;0.02;0.21;0.23;0.01;0.02;1.0;5.0;8.0;11.0;2889.0;60.0;1506.0;1692;1551.0
820;90.0;0351D806;F1291CB0;0.02;0.19;0.21;0.01;0.02;2.0;6.0;15.0;43.0;5195.0;55.0;1506.0;1669;1551.0
819;90.0;E4EE4DE4;F1291CB0;0.02;0.16;0.18;0.01;0.02;1.0;6.0;6.0;21.0;5504.0;60.0;1506.0;1700;1551.0
818;90.0;68FE4862;ADF66D45;0.02;0.15;0.17;0.01;0.01;7.0;7.0;4.0;18.0;4782.0;34.0;1507.0;1663;1547.0
817;90.0;E7999B35;D927D5F2;0.02;0.14;0.16;0.01;0.02;6.0;7.0;8.0;10.0;2644.0;32.0;1507.0;1656;1551.0
816;90.0;68D6BCEE;D927D5F2;0.02;0.17;0.19;0.01;0.02;5.0;7.0;15.0;42.0;4963.0;32.0;1507.0;1666;1551.0
815;90.0;6BFE114C;D927D5F2;0.02;0.18;0.2;0.01;0.02;4.0;7.0;6.0;20.0;5266.0;32.0;1507.0;1662;1551.0
814;90.0;C93248FC;D927D5F2;0.02;0.14;0.15;0.01;0.02;3.0;7.0;4.0;17.0;4542.0;32.0;1507.0;1670;1551.0
804;90.0;17890C45;D6BA9D02;0.02;0.46;0.48;0.0;0.02;3.0;3.0;8.0;7.0;1875.0;39.0;1481.0;1634;1526.0
803;90.0;4517DFEF;D6BA9D02;0.01;0.37;0.39;0.0;0.02;2.0;3.0;15.0;39.0;4186.0;39.0;1481.0;1635;1526.0
802;90.0;9D369DD4;D6BA9D02;0.01;0.37;0.39;0.0;0.02;1.0;3.0;6.0;17.0;4516.0;46.0;1481.0;1653;1526.0
801;90.0;CDC12253;D6BA9D02;0.02;0.53;0.56;0.0;0.03;3.0;3.0;7.0;54.0;8000.0;34.0;1481.0;1638;1526.0
800;90.0;D1DCC3E6;D6BA9D02;0.01;0.4;0.42;0.0;0.02;2.0;3.0;4.0;14.0;3734.0;34.0;1481.0;1640;1526.0
799;90.0;D741D6F2;D6BA9D02;0.02;0.46;0.48;0.0;0.02;1.0;3.0;8.0;6.0;1593.0;46.0;1481.0;1652;1526.0
798;90.0;7058577A;44661CD0;0.02;0.2;0.23;0.01;0.02;3.0;3.0;15.0;38.0;3908.0;32.0;1506.0;1668;1551.0
797;90.0;1A82C935;44661CD0;0.02;0.19;0.21;0.01;0.02;2.0;3.0;6.0;16.0;4230.0;32.0;1506.0;1660;1551.0
796;90.0;8496D8B3;44661CD0;0.02;0.18;0.2;0.01;0.02;1.0;3.0;7.0;53.0;7711.0;39.0;1506.0;1676;1551.0
795;90.0;555EF354;C21BA30D;0.0;0.85;0.91;0.0;0.0;3.0;3.0;4.0;13.0;3445.0;64.0;1462.0;1618;1497.0
794;90.0;0A9587EF;C21BA30D;0.0;0.92;0.99;0.0;0.0;2.0;3.0;8.0;5.0;1292.0;64.0;1462.0;1609;1497.0
793;90.0;D12D04B4;C21BA30D;0.0;0.96;1.03;0.0;0.0;1.0;3.0;15.0;37.0;3608.0;69.0;1462.0;1628;1497.0
792;90.0;C203B1A5;C696558F;0.02;0.21;0.23;0.0;0.02;4.0;4.0;6.0;15.0;3930.0;18.0;1505.0;1662;1555.0
791;90.0;E2A576D2;9DBCC3D3;0.03;0.25;0.28;0.0;0.03;3.0;4.0;7.0;52.0;7410.0;39.0;1502.0;1668;1552.0
790;90.0;6E4E5FEA;A410176C;0.02;0.15;0.2;0.01;0.01;2.0;4.0;4.0;12.0;3098.0;57.0;1502.0;1690;1557.0
789;90.0;511DEB41;A410176C;0.02;0.17;0.23;0.01;0.01;1.0;4.0;8.0;4.0;958.0;57.0;1502.0;1702;1557.0
788;90.0;76B83055;71A937D5;0.02;0.46;0.52;0.0;0.02;5.0;5.0;15.0;36.0;3273.0;34.0;1487.0;1648;1542.0
787;90.0;53C4ECD8;71A937D5;0.01;0.38;0.42;0.0;0.02;4.0;5.0;6.0;14.0;3605.0;34.0;1487.0;1650;1542.0
786;90.0;4B413A83;BFEB6EA0;0.02;0.5;0.56;0.0;0.02;3.0;5.0;7.0;51.0;7085.0;34.0;1483.0;1647;1538.0
785;90.0;72EA56C5;BFEB6EA0;0.03;0.51;0.58;0.0;0.03;2.0;5.0;4.0;11.0;2822.0;34.0;1483.0;1658;1538.0
784;90.0;1F01C200;BFEB6EA0;0.02;0.42;0.47;0.0;0.02;1.0;5.0;8.0;3.0;643.0;34.0;1483.0;1661;1538.0
783;180.0;56DF0A38;9970B431;0.0;0.36;0.44;0.01;0.08;5.0;5.0;15.0;35.0;2899.0;34.0;1480.0;1632;1520.0
782;180.0;998D176C;9970B431;0.0;0.35;0.42;0.01;0.08;4.0;5.0;6.0;13.0;3225.0;34.0;1480.0;1628;1520.0
781;180.0;C94C03CC;9970B431;0.0;0.35;0.42;0.01;0.07;3.0;5.0;7.0;50.0;6705.0;34.0;1480.0;1628;1520.0
780;180.0;996CDD8F;9970B431;0.0;0.46;0.56;0.01;0.1;2.0;5.0;4.0;10.0;2431.0;34.0;1480.0;1632;1520.0
779;180.0;62F239C9;9970B431;0.0;0.41;0.49;0.01;0.09;1.0;5.0;8.0;2.0;288.0;39.0;1480.0;1655;1520.0
778;180.0;9AACA814;9970B431;0.0;0.48;0.58;0.01;0.1;5.0;5.0;15.0;34.0;2600.0;34.0;1480.0;1631;1520.0
777;180.0;8C147682;9970B431;0.0;0.43;0.52;0.01;0.09;4.0;5.0;6.0;12.0;2917.0;34.0;1480.0;1629;1520.0
776;180.0;3EE53BB5;9970B431;0.0;0.45;0.54;0.01;0.1;3.0;5.0;7.0;49.0;6408.0;25.0;1480.0;1621;1520.0
775;180.0;2C0B4BF8;9970B431;0.0;0.37;0.45;0.01;0.08;2.0;5.0;4.0;9.0;2138.0;25.0;1480.0;1626;1520.0
774;180.0;605CEFA0;9970B431;0.0;0.44;0.53;0.01;0.09;1.0;5.0;8.0;1.0;0.0;25.0;1480.0;1664;1520.0
773;180.0;EE056E63;9970B431;0.0;0.42;0.51;0.01;0.09;7.0;7.0;15.0;33.0;2304.0;34.0;1480.0;1645;1520.0
772;180.0;5C4D51A8;9970B431;0.0;0.46;0.55;0.01;0.1;6.0;7.0;6.0;11.0;2630.0;34.0;1480.0;1626;1520.0
771;180.0;D4365A86;9970B431;0.0;0.45;0.55;0.01;0.1;5.0;7.0;7.0;48.0;6113.0;34.0;1480.0;1624;1520.0
770;180.0;4FF1DAC8;9970B431;0.0;0.45;0.55;0.01;0.1;4.0;7.0;4.0;8.0;1838.0;34.0;1480.0;1628;1520.0
769;180.0;3D250EB6;9970B431;0.0;0.4;0.49;0.01;0.09;3.0;7.0;15.0;32.0;2065.0;34.0;1480.0;1626;1520.0
768;180.0;CA1E3DF0;9970B431;0.0;0.35;0.42;0.01;0.08;2.0;7.0;6.0;10.0;2374.0;34.0;1480.0;1631;1520.0
767;180.0;556AC8FA;9970B431;0.0;0.36;0.44;0.01;0.08;1.0;7.0;7.0;47.0;5860.0;39.0;1480.0;1647;1520.0
766;180.0;D783749E;46F56B8C;0.01;0.45;0.49;0.01;0.04;2.0;2.0;4.0;7.0;1545.0;39.0;1480.0;1643;1525.0
765;180.0;C3F9EB18;46F56B8C;0.01;0.41;0.44;0.01;0.03;1.0;2.0;15.0;31.0;1741.0;51.0;1480.0;1653;1525.0
764;180.0;F755AE00;46F56B8C;0.01;0.45;0.48;0.01;0.04;4.0;6.0;1.0;62.0;6217.0;39.0;1480.0;1632;1525.0
763;180.0;B487127E;46F56B8C;0.0;0.31;0.33;0.01;0.03;3.0;6.0;6.0;9.0;2007.0;39.0;1480.0;1631;1525.0
762;180.0;576BEB09;46F56B8C;0.01;0.44;0.47;0.01;0.04;2.0;6.0;7.0;46.0;5495.0;39.0;1480.0;1630;1525.0
761;180.0;B1EB7838;46F56B8C;0.0;0.34;0.37;0.01;0.03;1.0;6.0;4.0;6.0;1221.0;51.0;1480.0;1656;1525.0
760;180.0;D9231796;E1B28665;0.0;0.32;0.34;0.0;0.01;6.0;6.0;15.0;30.0;1448.0;46.0;1492.0;1678;1547.0
759;180.0;DCE6F012;E1B28665;0.01;0.42;0.46;0.0;0.01;5.0;6.0;1.0;61.0;5923.0;46.0;1492.0;1670;1547.0
758;180.0;A6A9F3DE;E1B28665;0.01;0.39;0.42;0.0;0.01;4.0;6.0;6.0;8.0;1715.0;46.0;1492.0;1676;1547.0
757;180.0;BD70D0BA;E1B28665;0.01;0.39;0.43;0.0;0.01;3.0;6.0;7.0;45.0;5207.0;46.0;1492.0;1672;1547.0
756;180.0;21398BBF;E1B28665;0.01;0.43;0.46;0.0;0.01;2.0;6.0;4.0;5.0;934.0;46.0;1492.0;1678;1547.0
755;180.0;D034FA3D;E1B28665;0.01;0.46;0.49;0.0;0.01;1.0;6.0;15.0;29.0;1173.0;57.0;1492.0;1688;1547.0
754;180.0;B26FB4A3;E1B28665;0.0;0.33;0.36;0.0;0.01;6.0;6.0;1.0;60.0;5641.0;46.0;1492.0;1677;1547.0
753;180.0;E1807248;E1B28665;0.01;0.37;0.4;0.0;0.01;5.0;6.0;6.0;7.0;1433.0;46.0;1492.0;1678;1547.0
752;180.0;21B5D279;E1B28665;0.0;0.34;0.37;0.0;0.01;4.0;6.0;7.0;44.0;4927.0;46.0;1492.0;1676;1547.0
751;180.0;595B7662;E1B28665;0.01;0.36;0.39;0.0;0.01;3.0;6.0;4.0;4.0;658.0;46.0;1492.0;1676;1547.0
750;180.0;F6A838B5;E1B28665;0.01;0.39;0.42;0.0;0.01;2.0;6.0;15.0;28.0;882.0;46.0;1492.0;1673;1547.0
749;180.0;051A4C93;E1B28665;0.01;0.46;0.49;0.0;0.01;1.0;6.0;1.0;59.0;5352.0;57.0;1492.0;1687;1547.0
748;180.0;2160F26C;F852E2F5;0.01;0.37;0.4;0.01;0.05;4.0;4.0;6.0;6.0;1139.0;51.0;1470.0;1651;1520.0
747;180.0;D21ABEC0;F852E2F5;0.01;0.39;0.42;0.01;0.05;3.0;4.0;7.0;43.0;4615.0;51.0;1470.0;1634;1520.0
746;180.0;915A98E4;6C955C02;0.02;0.47;0.51;0.0;0.0;2.0;4.0;4.0;3.0;336.0;51.0;1483.0;1654;1528.0
745;180.0;E3A967D8;6C955C02;0.02;0.46;0.5;0.0;0.0;1.0;4.0;15.0;27.0;562.0;55.0;1483.0;1669;1528.0
744;180.0;9AC76105;22ADB3F3;0.0;0.59;0.62;0.01;0.05;4.0;4.0;1.0;58.0;5031.0;46.0;1476.0;1618;1501.0
743;180.0;55EE9426;22ADB3F3;0.0;0.86;0.9;0.01;0.07;3.0;4.0;6.0;5.0;803.0;46.0;1476.0;1611;1501.0
742;180.0;A282F051;22ADB3F3;0.0;0.87;0.91;0.01;0.07;2.0;4.0;7.0;42.0;4277.0;46.0;1476.0;1615;1501.0
741;180.0;E360027E;22ADB3F3;0.0;0.64;0.67;0.01;0.05;1.0;4.0;4.0;2.0;0.0;46.0;1476.0;1665;1501.0
740;180.0;92F8B145;5C6E672A;0.03;0.58;0.62;0.01;0.03;5.0;5.0;15.0;26.0;227.0;46.0;1483.0;1645;1528.0
739;180.0;E335A090;3BA0D398;0.0;0.39;0.43;0.0;0.03;4.0;5.0;1.0;57.0;4702.0;46.0;1488.0;1647;1528.0
738;180.0;2D4E6C2D;3BA0D398;0.0;0.37;0.41;0.0;0.03;3.0;5.0;6.0;4.0;493.0;46.0;1488.0;1644;1528.0
737;180.0;813C59ED;3BA0D398;0.0;0.45;0.49;0.0;0.03;2.0;5.0;7.0;41.0;3973.0;46.0;1488.0;1639;1528.0
736;180.0;F7761CD2;3BA0D398;0.0;0.48;0.53;0.0;0.04;1.0;5.0;15.0;25.0;0.0;32.0;1488.0;1667;1528.0
735;180.0;6BFE114C;703CB22C;0.02;0.64;0.66;0.0;0.02;2.0;2.0;2.0;50.0;4665.0;46.0;1486.0;1661;1536.0
734;180.0;02897A89;703CB22C;0.02;0.53;0.54;0.0;0.02;1.0;2.0;1.0;56.0;4419.0;46.0;1486.0;1673;1536.0
733;180.0;875EEDD9;703CB22C;0.02;0.56;0.58;0.0;0.02;5.0;5.0;7.0;40.0;3608.0;46.0;1486.0;1671;1536.0
732;180.0;167D3BD4;B4CD6E45;0.0;0.71;0.74;0.0;0.02;4.0;7.0;6.0;3.0;0.0;46.0;1475.0;1665;1515.0
731;180.0;0EC30B33;B4CD6E45;0.0;0.71;0.74;0.0;0.02;3.0;7.0;2.0;49.0;4275.0;46.0;1475.0;1634;1515.0
730;180.0;CC97DC3D;CF354F29;0.01;0.64;0.75;0.0;0.01;2.0;7.0;4.0;1.0;0.0;51.0;1470.0;1658;1510.0
729;180.0;5CABE708;CF354F29;0.01;0.63;0.74;0.0;0.01;1.0;7.0;1.0;55.0;3959.0;57.0;1470.0;1651;1510.0
728;180.0;2EF566C0;D6C5A3D0;0.02;0.17;0.19;0.0;0.01;8.0;8.0;15.0;24.0;3925.0;46.0;1501.0;1665;1546.0
727;180.0;B0BE9B24;D6C5A3D0;0.02;0.21;0.24;0.0;0.02;7.0;8.0;7.0;39.0;3166.0;46.0;1501.0;1652;1546.0
726;180.0;71C42970;D6C5A3D0;0.02;0.21;0.23;0.0;0.02;6.0;8.0;2.0;48.0;3912.0;46.0;1501.0;1659;1546.0
725;180.0;6D9B90C4;D6C5A3D0;0.02;0.15;0.17;0.0;0.01;5.0;8.0;6.0;2.0;223.0;46.0;1501.0;1662;1546.0
724;180.0;7D5030C8;D6C5A3D0;0.02;0.2;0.22;0.0;0.02;4.0;8.0;15.0;23.0;3724.0;46.0;1501.0;1650;1546.0
723;180.0;29B1E6F6;D6C5A3D0;0.02;0.2;0.23;0.0;0.02;3.0;8.0;1.0;54.0;3576.0;46.0;1501.0;1662;1546.0
722;180.0;1DC57A50;D6C5A3D0;0.02;0.19;0.21;0.0;0.02;2.0;8.0;7.0;38.0;2904.0;46.0;1501.0;1650;1546.0
721;180.0;B088BED2;D6C5A3D0;0.02;0.15;0.17;0.0;0.01;1.0;8.0;6.0;1.0;0.0;55.0;1501.0;1712;1546.0
720;180.0;B62945C1;E9D2B793;0.0;0.36;0.4;0.01;0.08;8.0;8.0;2.0;47.0;3593.0;25.0;1480.0;1613;1520.0
719;180.0;B45B8ADE;E9D2B793;0.0;0.35;0.39;0.01;0.08;7.0;8.0;15.0;22.0;3451.0;25.0;1480.0;1619;1520.0
718;180.0;D0F3CACF;4AC24E4B;0.02;0.21;0.24;0.01;0.01;6.0;8.0;1.0;53.0;3291.0;46.0;1501.0;1653;1546.0
717;180.0;224B36BB;4AC24E4B;0.02;0.23;0.26;0.01;0.02;5.0;8.0;7.0;37.0;2617.0;51.0;1501.0;1652;1546.0
716;180.0;2FEF6212;4AC24E4B;0.02;0.21;0.24;0.01;0.01;4.0;8.0;2.0;46.0;3349.0;51.0;1501.0;1660;1546.0
715;180.0;D166EF37;DD4524C7;0.02;0.44;0.46;0.01;0.0;3.0;8.0;15.0;21.0;3194.0;46.0;1480.0;1645;1525.0
714;180.0;32EEA21C;DD4524C7;0.02;0.45;0.47;0.01;0.0;2.0;8.0;1.0;52.0;3034.0;46.0;1480.0;1628;1525.0
713;180.0;6277249A;DD4524C7;0.02;0.44;0.46;0.01;0.0;1.0;8.0;7.0;36.0;2367.0;51.0;1480.0;1658;1525.0
712;180.0;3CB6F496;2277D145;0.02;0.23;0.25;0.01;0.02;4.0;4.0;2.0;45.0;3096.0;46.0;1506.0;1671;1551.0
711;180.0;D8883B2D;2277D145;0.02;0.25;0.27;0.01;0.02;3.0;4.0;15.0;20.0;2949.0;46.0;1506.0;1677;1551.0
710;180.0;28F7154E;2277D145;0.02;0.21;0.23;0.01;0.02;2.0;4.0;1.0;51.0;2796.0;46.0;1506.0;1671;1551.0
709;180.0;C58F150C;2277D145;0.02;0.17;0.19;0.01;0.02;1.0;4.0;7.0;35.0;2125.0;55.0;1506.0;1688;1551.0
708;180.0;7057B77A;2277D145;0.02;0.25;0.28;0.01;0.02;4.0;4.0;2.0;44.0;2871.0;46.0;1506.0;1676;1551.0
707;180.0;4DFCDB8B;2277D145;0.02;0.2;0.22;0.01;0.02;3.0;4.0;15.0;19.0;2729.0;46.0;1506.0;1671;1551.0
706;180.0;5ADA76B1;2277D145;0.02;0.24;0.26;0.01;0.02;2.0;4.0;1.0;50.0;2560.0;46.0;1506.0;1677;1551.0
705;180.0;CEB45035;2277D145;0.02;0.23;0.25;0.01;0.02;1.0;4.0;7.0;34.0;1892.0;51.0;1506.0;1682;1551.0
704;180.0;F37D7262;027DF228;0.0;0.83;0.88;0.0;0.0;1.0;1.0;2.0;43.0;2594.0;62.0;1463.0;1622;1489.0
703;180.0;59313572;A68D5105;0.03;0.22;0.24;0.01;0.03;8.0;8.0;1.0;49.0;2346.0;46.0;1502.0;1663;1542.0
702;180.0;7030F7CA;A68D5105;0.03;0.21;0.23;0.01;0.02;7.0;8.0;15.0;18.0;2385.0;46.0;1502.0;1652;1542.0
701;180.0;0ED31302;A68D5105;0.03;0.19;0.21;0.01;0.02;6.0;8.0;7.0;33.0;1619.0;46.0;1502.0;1659;1542.0
700;180.0;F8CE0FBD;60B76B26;0.02;0.19;0.21;0.01;0.02;5.0;8.0;2.0;42.0;2365.0;46.0;1504.0;1667;1544.0
699;180.0;192FD83D;60B76B26;0.03;0.23;0.26;0.01;0.03;4.0;8.0;1.0;48.0;2125.0;46.0;1504.0;1653;1544.0
698;180.0;6DEC53D4;60B76B26;0.02;0.19;0.21;0.01;0.02;3.0;8.0;5.0;50.0;2122.0;46.0;1504.0;1654;1544.0
697;180.0;57AE6952;2374C9B3;0.02;0.21;0.24;0.01;0.02;2.0;8.0;15.0;17.0;2096.0;46.0;1502.0;1659;1542.0
696;180.0;50801AB0;92B3EDD4;0.03;0.21;0.28;0.01;0.01;1.0;8.0;7.0;32.0;1341.0;55.0;1502.0;1675;1537.0
695;180.0;29F34069;4D302CE7;0.0;0.92;0.96;0.0;0.0;1.0;1.0;2.0;41.0;1994.0;62.0;1460.0;1612;1485.0
694;180.0;E66358A0;4D302CE7;0.0;0.89;0.93;0.0;0.0;5.0;6.0;1.0;47.0;1754.0;64.0;1460.0;1612;1485.0
693;180.0;950C8152;4D302CE7;0.0;0.84;0.88;0.0;0.0;4.0;6.0;5.0;49.0;1747.0;64.0;1460.0;1611;1485.0
692;180.0;BAF2DD92;0731C1FB;0.0;1.13;1.22;0.01;0.0;3.0;6.0;15.0;16.0;1731.0;62.0;1462.0;1610;1488.0
691;180.0;038F16D9;0731C1FB;0.0;1.19;1.27;0.01;0.0;2.0;6.0;7.0;31.0;970.0;62.0;1462.0;1608;1488.0
690;180.0;0B23F574;0731C1FB;0.0;0.87;0.94;0.01;0.0;1.0;6.0;2.0;40.0;1669.0;62.0;1462.0;1615;1488.0
689;90.0;9BDBCDA3;D6BA9D02;0.02;0.44;0.46;0.0;0.02;5.0;5.0;1.0;46.0;1388.0;39.0;1481.0;1640;1526.0
688;90.0;6A82F847;D6BA9D02;0.02;0.49;0.52;0.0;0.02;4.0;5.0;5.0;48.0;1383.0;39.0;1481.0;1635;1526.0
687;90.0;A5398D17;D6BA9D02;0.02;0.38;0.4;0.0;0.02;3.0;5.0;15.0;15.0;1374.0;39.0;1481.0;1636;1526.0
686;90.0;69017C5B;D6BA9D02;0.02;0.52;0.54;0.0;0.02;2.0;5.0;7.0;30.0;613.0;39.0;1481.0;1633;1526.0
685;90.0;861A0DB6;D6BA9D02;0.02;0.45;0.47;0.0;0.02;1.0;5.0;2.0;39.0;1347.0;46.0;1481.0;1658;1526.0
684;90.0;28D5EBE8;9C0993CD;0.02;0.5;0.54;0.0;0.02;4.0;4.0;1.0;45.0;1100.0;34.0;1480.0;1650;1530.0
683;90.0;1515F426;7BF6FBDF;0.01;0.44;0.47;0.0;0.01;3.0;4.0;5.0;47.0;1085.0;34.0;1482.0;1646;1537.0
682;90.0;165CFFF7;7BF6FBDF;0.02;0.58;0.62;0.0;0.01;2.0;4.0;15.0;14.0;1066.0;34.0;1482.0;1645;1537.0
681;90.0;0DCA2EE1;7BF6FBDF;0.01;0.37;0.39;0.0;0.01;1.0;4.0;7.0;29.0;299.0;39.0;1482.0;1668;1537.0
680;90.0;DB9F64BE;E294A4B5;0.0;0.08;0.11;0.0;0.33;5.0;5.0;2.0;38.0;1030.0;0.0;1509.0;1646;1549.0
679;90.0;CC2B29EF;E294A4B5;0.0;0.06;0.08;0.0;0.24;4.0;5.0;1.0;44.0;784.0;0.0;1509.0;1636;1549.0
678;90.0;D7FA7CA3;E294A4B5;0.0;0.07;0.09;0.0;0.27;3.0;5.0;5.0;46.0;780.0;0.0;1509.0;1654;1549.0
677;90.0;FC8DD612;E294A4B5;0.0;0.09;0.12;0.0;0.36;2.0;5.0;15.0;13.0;757.0;0.0;1509.0;1646;1549.0
676;90.0;F066AC6A;E294A4B5;0.0;0.07;0.11;0.0;0.31;1.0;5.0;7.0;28.0;0.0;0.0;1509.0;1663;1549.0
675;90.0;D48689C4;E294A4B5;0.0;0.06;0.09;0.0;0.25;5.0;5.0;2.0;37.0;730.0;0.0;1509.0;1631;1549.0
674;90.0;ABA02EB6;E294A4B5;0.0;0.08;0.12;0.0;0.35;4.0;5.0;1.0;43.0;478.0;0.0;1509.0;1645;1549.0
673;90.0;4F1A265C;E294A4B5;0.0;0.09;0.13;0.0;0.37;3.0;5.0;5.0;45.0;461.0;0.0;1509.0;1635;1549.0
672;90.0;22EFD013;E294A4B5;0.0;0.08;0.12;0.0;0.34;2.0;5.0;15.0;12.0;452.0;0.0;1509.0;1635;1549.0
671;90.0;E697E65C;E294A4B5;0.0;0.06;0.08;0.0;0.24;1.0;5.0;2.0;36.0;486.0;0.0;1509.0;1638;1549.0
670;90.0;87890401;E294A4B5;0.0;0.07;0.1;0.0;0.28;5.0;5.0;1.0;42.0;232.0;0.0;1509.0;1636;1549.0
669;90.0;7BC0E460;E294A4B5;0.0;0.08;0.12;0.0;0.35;4.0;5.0;5.0;44.0;219.0;0.0;1509.0;1644;1549.0
668;90.0;F347946D;E294A4B5;0.0;0.08;0.11;0.0;0.32;3.0;5.0;15.0;11.0;209.0;0.0;1509.0;1637;1549.0
667;90.0;61204EAE;E294A4B5;0.0;0.08;0.12;0.0;0.35;2.0;5.0;2.0;35.0;247.0;0.0;1509.0;1624;1549.0
666;90.0;9A130B83;E294A4B5;0.0;0.07;0.1;0.0;0.29;1.0;5.0;1.0;41.0;0.0;0.0;1509.0;1667;1549.0
665;90.0;1F946944;3BA0D398;0.0;0.34;0.38;0.0;0.03;3.0;3.0;5.0;43.0;0.0;18.0;1488.0;1659;1533.0
664;90.0;B33A68A3;3BA0D398;0.0;0.34;0.38;0.0;0.03;2.0;3.0;15.0;10.0;0.0;18.0;1488.0;1647;1533.0
663;90.0;3FF7301D;3BA0D398;0.0;0.39;0.43;0.0;0.03;1.0;3.0;2.0;34.0;0.0;18.0;1488.0;1669;1533.0
662;180.0;1027D3EA;56FFE5DC;0.02;0.14;0.16;0.01;0.01;4.0;4.0;7.0;27.0;5127.0;39.0;1507.0;1633;1532.0
661;180.0;7B3F40AA;56FFE5DC;0.02;0.15;0.17;0.01;0.01;3.0;4.0;1.0;40.0;2399.0;39.0;1507.0;1644;1532.0
660;180.0;17BAE502;56FFE5DC;0.02;0.18;0.2;0.01;0.01;2.0;4.0;5.0;42.0;4861.0;39.0;1507.0;1646;1532.0
659;180.0;7618B214;56FFE5DC;0.02;0.15;0.16;0.01;0.01;1.0;4.0;15.0;9.0;2415.0;51.0;1507.0;1676;1532.0
658;180.0;CF303E97;5A195F30;0.0;0.36;0.38;0.0;0.02;4.0;4.0;2.0;33.0;7721.0;46.0;1487.0;1652;1527.0
657;180.0;D1EC447B;5A195F30;0.0;0.37;0.39;0.0;0.02;3.0;4.0;7.0;26.0;4770.0;46.0;1487.0;1644;1527.0
656;180.0;3F99EA3E;D927D5F2;0.02;0.13;0.14;0.01;0.02;2.0;4.0;1.0;39.0;2053.0;41.0;1507.0;1678;1552.0
655;180.0;ED6EC0F4;C696558F;0.02;0.19;0.2;0.0;0.02;5.0;8.0;5.0;41.0;4536.0;46.0;1505.0;1652;1535.0
654;180.0;230A36F4;C696558F;0.03;0.24;0.27;0.0;0.02;4.0;8.0;15.0;8.0;2086.0;46.0;1505.0;1656;1535.0
653;180.0;110B8910;C696558F;0.02;0.21;0.23;0.0;0.02;3.0;8.0;2.0;32.0;7386.0;46.0;1505.0;1663;1535.0
652;180.0;2E806851;C696558F;0.02;0.21;0.23;0.0;0.02;2.0;8.0;7.0;25.0;4500.0;46.0;1505.0;1661;1535.0
651;180.0;57AED836;C696558F;0.02;0.18;0.19;0.0;0.02;1.0;8.0;1.0;38.0;1776.0;51.0;1505.0;1668;1535.0
650;180.0;058B15B1;6C4C7BC5;0.02;0.48;0.51;0.0;0.0;7.0;7.0;5.0;40.0;4257.0;46.0;1485.0;1661;1530.0
649;180.0;4AE9F1DA;493EAF60;0.01;0.38;0.4;0.0;0.01;6.0;7.0;15.0;7.0;1809.0;46.0;1486.0;1648;1521.0
