corrida;secao;acoatual;qualidade;al_min;c_min;c_max;n_min;s_min;sequencia;sequenciatotal;panela;vidapanela;tempociclo;tempovacuototal;temperaturaliquidus;temperaturasaidafp;temperaturaobjetivada
7691;180.0;336236CB;1F3F501C;0.02;0.16;0.18;0.01;0.01;2.0;2.0;15.0;15.0;2557.0;46.0;1503.0;1670;1543.0
7690;180.0;D7B079C7;1F3F501C;0.02;0.14;0.16;0.01;0.01;1.0;2.0;16.0;4.0;959.0;51.0;1503.0;1678;1543.0
7689;90.0;E5AB530D;96956A01;0.02;0.15;0.17;0.01;0.02;3.0;3.0;6.0;37.0;1800.0;46.0;1500.0;1672;1540.0
7688;90.0;457B036C;96956A01;0.02;0.17;0.19;0.01;0.02;1.0;3.0;15.0;14.0;2191.0;51.0;1500.0;1674;1540.0
7687;90.0;8F368B5C;96956A01;0.02;0.15;0.17;0.01;0.02;1.0;3.0;1.0;11.0;0.0;46.0;1500.0;1662;1540.0
7686;90.0;09B2876D;A8E02CB3;0.01;0.59;0.65;0.0;0.03;10.0;10.0;16.0;3.0;530.0;18.0;1480.0;1635;1525.0
7685;90.0;024B7A27;7BF6FBDF;0.02;0.5;0.54;0.0;0.01;9.0;10.0;8.0;20.0;2636.0;34.0;1482.0;1639;1537.0
7684;90.0;F4504489;7BF6FBDF;0.02;0.53;0.56;0.0;0.01;8.0;10.0;6.0;36.0;1498.0;34.0;1482.0;1645;1537.0
7683;90.0;BE549482;7BF6FBDF;0.02;0.56;0.6;0.0;0.01;7.0;10.0;15.0;13.0;1888.0;34.0;1482.0;1644;1537.0
7682;90.0;951A8424;7BF6FBDF;0.02;0.54;0.58;0.0;0.01;6.0;10.0;16.0;2.0;296.0;34.0;1482.0;1658;1537.0
7681;90.0;D46C6DCF;7BF6FBDF;0.01;0.45;0.48;0.0;0.01;5.0;10.0;8.0;19.0;2410.0;34.0;1482.0;1643;1537.0
7680;90.0;6B3E48DB;7BF6FBDF;0.01;0.42;0.45;0.0;0.01;4.0;10.0;17.0;55.0;2461.0;34.0;1482.0;1645;1537.0
7679;90.0;D544FEAB;7BF6FBDF;0.01;0.39;0.42;0.0;0.01;3.0;10.0;6.0;35.0;1208.0;34.0;1482.0;1644;1537.0
7678;90.0;CBD78799;7BF6FBDF;0.02;0.51;0.55;0.0;0.01;2.0;10.0;15.0;12.0;1592.0;34.0;1482.0;1642;1537.0
7677;90.0;18CD0678;7BF6FBDF;0.02;0.52;0.55;0.0;0.01;1.0;10.0;16.0;1.0;0.0;34.0;1482.0;1690;1537.0
7676;90.0;EA81AF8A;7BF6FBDF;0.01;0.42;0.45;0.0;0.01;10.0;10.0;8.0;18.0;2106.0;34.0;1482.0;1653;1537.0
7675;90.0;EFD10552;7BF6FBDF;0.02;0.48;0.51;0.0;0.01;9.0;10.0;17.0;54.0;2155.0;34.0;1482.0;1643;1537.0
7674;90.0;28A141D1;7BF6FBDF;0.02;0.53;0.56;0.0;0.01;8.0;10.0;6.0;34.0;908.0;34.0;1482.0;1639;1537.0
7673;90.0;F443032E;7BF6FBDF;0.02;0.49;0.53;0.0;0.01;7.0;10.0;1.0;10.0;1240.0;34.0;1482.0;1643;1537.0
7672;90.0;347EC14A;7BF6FBDF;0.01;0.39;0.42;0.0;0.01;6.0;10.0;15.0;11.0;1235.0;34.0;1482.0;1646;1537.0
7671;90.0;85EBFAEC;7BF6FBDF;0.01;0.37;0.4;0.0;0.01;5.0;10.0;8.0;17.0;1805.0;34.0;1482.0;1644;1537.0
7670;90.0;4AE42C69;7BF6FBDF;0.01;0.41;0.44;0.0;0.01;4.0;10.0;17.0;53.0;1860.0;34.0;1482.0;1644;1537.0
7669;90.0;951CC45B;7BF6FBDF;0.01;0.36;0.39;0.0;0.01;3.0;10.0;6.0;33.0;609.0;34.0;1482.0;1643;1537.0
7668;90.0;998D176C;7BF6FBDF;0.01;0.42;0.45;0.0;0.01;2.0;10.0;1.0;9.0;933.0;34.0;1482.0;1645;1537.0
7667;90.0;1FF35394;7BF6FBDF;0.01;0.4;0.43;0.0;0.01;1.0;10.0;15.0;10.0;925.0;34.0;1482.0;1663;1537.0
7666;90.0;D9F7EABB;59D14704;0.02;0.56;0.61;0.0;0.01;6.0;6.0;8.0;16.0;1501.0;34.0;1487.0;1643;1537.0
7665;90.0;C203B1A5;59D14704;0.02;0.54;0.58;0.0;0.01;5.0;6.0;17.0;52.0;1561.0;34.0;1487.0;1637;1537.0
7664;90.0;5F13B080;59D14704;0.02;0.62;0.66;0.0;0.01;4.0;6.0;6.0;32.0;303.0;34.0;1487.0;1642;1537.0
7663;90.0;3C3A5365;59D14704;0.01;0.47;0.5;0.0;0.01;3.0;6.0;1.0;8.0;632.0;34.0;1487.0;1643;1537.0
7662;90.0;1F8EFC41;59D14704;0.01;0.48;0.52;0.0;0.01;2.0;6.0;15.0;9.0;623.0;34.0;1487.0;1640;1537.0
7661;90.0;B22599BB;59D14704;0.01;0.42;0.46;0.0;0.01;1.0;6.0;8.0;15.0;1193.0;44.0;1487.0;1656;1537.0
7660;90.0;9DFFC174;59D14704;0.02;0.65;0.7;0.0;0.01;6.0;6.0;17.0;51.0;1249.0;34.0;1487.0;1647;1537.0
7659;90.0;C6CC3C09;59D14704;0.02;0.64;0.69;0.0;0.01;5.0;6.0;6.0;31.0;0.0;34.0;1487.0;1670;1537.0
7658;90.0;503CA217;59D14704;0.02;0.56;0.6;0.0;0.01;4.0;6.0;1.0;7.0;329.0;34.0;1487.0;1643;1537.0
7657;90.0;55EE9426;59D14704;0.02;0.64;0.69;0.0;0.01;3.0;6.0;15.0;8.0;331.0;34.0;1487.0;1639;1537.0
7656;90.0;131E5501;59D14704;0.02;0.52;0.56;0.0;0.01;2.0;6.0;8.0;14.0;903.0;34.0;1487.0;1643;1537.0
7655;90.0;B4305CB7;59D14704;0.01;0.44;0.47;0.0;0.01;1.0;6.0;17.0;50.0;944.0;44.0;1487.0;1652;1537.0
7654;90.0;EA10739A;71A937D5;0.02;0.42;0.48;0.0;0.02;5.0;5.0;1.0;6.0;0.0;34.0;1487.0;1664;1542.0
7653;90.0;950C8152;71A937D5;0.01;0.37;0.42;0.0;0.02;4.0;5.0;15.0;7.0;0.0;34.0;1487.0;1662;1542.0
7652;90.0;0DB1136D;71A937D5;0.01;0.4;0.45;0.0;0.02;3.0;5.0;8.0;13.0;285.0;34.0;1487.0;1647;1542.0
7651;90.0;0CF58C20;4AC24E4B;0.02;0.22;0.25;0.01;0.01;2.0;5.0;6.0;30.0;289.0;34.0;1501.0;1655;1541.0
7650;90.0;63F6FCA0;6466E4EB;0.03;0.24;0.29;0.01;0.02;2.0;6.0;17.0;49.0;289.0;34.0;1505.0;1652;1550.0
7649;90.0;D50B2FF8;B4E0CC84;0.03;0.21;0.24;0.01;0.03;1.0;6.0;1.0;5.0;468.0;34.0;1507.0;1685;1552.0
7648;90.0;CBC290B2;D927D5F2;0.02;0.14;0.16;0.01;0.02;4.0;4.0;15.0;6.0;465.0;32.0;1507.0;1682;1551.0
7647;90.0;80C12DFE;D9882B65;0.01;0.36;0.39;0.0;0.02;3.0;4.0;8.0;12.0;0.0;34.0;1490.0;1669;1540.0
7646;90.0;AE257436;BFEB6EA0;0.02;0.46;0.52;0.0;0.02;2.0;4.0;6.0;29.0;0.0;34.0;1483.0;1656;1538.0
7645;90.0;BBCC32F6;BFEB6EA0;0.02;0.42;0.47;0.0;0.02;1.0;4.0;17.0;48.0;0.0;34.0;1483.0;1664;1538.0
7644;90.0;8EB51EC1;7D015357;0.02;0.14;0.15;0.01;0.01;2.0;2.0;1.0;4.0;0.0;46.0;1506.0;1679;1551.0
7643;90.0;42088BFA;7D015357;0.02;0.13;0.15;0.01;0.01;1.0;6.0;15.0;5.0;0.0;53.0;1506.0;1705;1551.0
7642;90.0;5AF5C25E;7D015357;0.02;0.13;0.15;0.01;0.01;2.0;2.0;8.0;11.0;2697.0;46.0;1506.0;1674;1551.0
7641;90.0;3496C1A3;7D015357;0.02;0.15;0.17;0.01;0.01;1.0;8.0;6.0;28.0;5540.0;53.0;1506.0;1694;1551.0
7640;90.0;AFFE76FC;76884E9D;0.0;0.88;0.93;0.02;0.08;4.0;4.0;17.0;47.0;2249.0;34.0;1474.0;1615;1509.0
7639;90.0;A9857FEB;E85F4719;0.01;0.64;0.67;0.0;0.03;3.0;4.0;1.0;3.0;616.0;34.0;1487.0;1660;1532.0
7638;90.0;C9A50B46;E85F4719;0.01;0.57;0.6;0.0;0.02;2.0;4.0;15.0;4.0;927.0;34.0;1487.0;1635;1532.0
7637;90.0;B971DDDE;E85F4719;0.01;0.55;0.59;0.0;0.02;1.0;4.0;8.0;10.0;2408.0;34.0;1487.0;1654;1532.0
7636;90.0;1852F753;398F4446;0.01;0.41;0.44;0.02;0.02;8.0;8.0;6.0;27.0;5245.0;41.0;1480.0;1658;1530.0
7635;90.0;47F499CF;0C12C54A;0.0;0.48;0.52;0.02;0.05;7.0;8.0;17.0;46.0;1946.0;51.0;1472.0;1634;1517.0
7634;90.0;2882E32B;0C12C54A;0.0;0.57;0.61;0.02;0.06;6.0;8.0;1.0;2.0;315.0;51.0;1472.0;1655;1517.0
7633;90.0;15A4443C;60EFAC81;0.01;0.45;0.49;0.02;0.06;5.0;8.0;15.0;3.0;623.0;34.0;1480.0;1680;1540.0
7632;90.0;27C38D70;60EFAC81;0.01;0.39;0.42;0.02;0.05;4.0;8.0;8.0;9.0;2108.0;34.0;1480.0;1661;1540.0
7631;90.0;7F27D57A;60EFAC81;0.01;0.42;0.46;0.02;0.05;3.0;8.0;6.0;26.0;4931.0;34.0;1480.0;1660;1540.0
7630;90.0;00BFE8BE;60EFAC81;0.01;0.37;0.4;0.02;0.05;2.0;8.0;17.0;45.0;1634.0;34.0;1480.0;1655;1540.0
7629;90.0;EC6440CC;9970B431;0.0;0.44;0.54;0.01;0.1;1.0;8.0;1.0;1.0;0.0;18.0;1480.0;1672;1530.0
7628;180.0;B572E1ED;9970B431;0.0;0.47;0.57;0.01;0.1;5.0;5.0;15.0;2.0;227.0;34.0;1480.0;1632;1525.0
7627;180.0;2404AEBF;9970B431;0.0;0.48;0.58;0.01;0.1;4.0;5.0;8.0;8.0;1722.0;34.0;1480.0;1629;1525.0
7626;180.0;A39FF28C;9970B431;0.0;0.32;0.39;0.01;0.07;3.0;5.0;6.0;25.0;4559.0;34.0;1480.0;1628;1525.0
7625;180.0;FBF9BBDD;9970B431;0.0;0.37;0.45;0.01;0.08;2.0;5.0;17.0;44.0;1263.0;34.0;1480.0;1627;1525.0
7624;180.0;CC44B9D7;9970B431;0.0;0.39;0.48;0.01;0.08;1.0;5.0;15.0;1.0;0.0;25.0;1480.0;1672;1525.0
7623;180.0;CACE576E;E1B28665;0.01;0.38;0.41;0.0;0.01;8.0;8.0;8.0;7.0;1485.0;46.0;1492.0;1661;1547.0
7622;180.0;D6A00ECF;E1B28665;0.0;0.33;0.35;0.0;0.01;7.0;8.0;6.0;24.0;4326.0;46.0;1492.0;1657;1547.0
7621;180.0;355C970C;E1B28665;0.0;0.29;0.31;0.0;0.01;6.0;8.0;4.0;51.0;1663.0;46.0;1492.0;1663;1547.0
7620;180.0;36C42F5C;E1B28665;0.0;0.33;0.35;0.0;0.01;5.0;8.0;17.0;43.0;982.0;46.0;1492.0;1660;1547.0
7619;180.0;42DFD62B;E1B28665;0.0;0.32;0.35;0.0;0.01;4.0;8.0;8.0;6.0;1268.0;46.0;1492.0;1663;1547.0
7618;180.0;6B81705B;E1B28665;0.0;0.29;0.32;0.0;0.01;3.0;8.0;6.0;23.0;4097.0;46.0;1492.0;1669;1547.0
7617;180.0;940AC77F;E1B28665;0.01;0.41;0.45;0.0;0.01;2.0;8.0;4.0;50.0;1426.0;46.0;1492.0;1672;1547.0
7616;180.0;35AA0819;E1B28665;0.01;0.4;0.43;0.0;0.01;1.0;8.0;17.0;42.0;744.0;57.0;1492.0;1687;1547.0
7615;180.0;F08DE0B6;87C78AB7;0.0;0.35;0.41;0.0;0.0;7.0;7.0;8.0;5.0;961.0;32.0;1480.0;1615;1525.0
7614;180.0;6A8459EA;87C78AB7;0.01;0.5;0.59;0.0;0.0;6.0;7.0;4.0;49.0;1182.0;46.0;1480.0;1620;1525.0
7613;180.0;8FFF5C40;87C78AB7;0.01;0.55;0.64;0.0;0.0;5.0;7.0;17.0;41.0;492.0;46.0;1480.0;1623;1525.0
7612;180.0;CBF8D316;87C78AB7;0.01;0.56;0.65;0.0;0.0;4.0;7.0;6.0;22.0;3660.0;32.0;1480.0;1616;1525.0
7611;180.0;33220A93;87C78AB7;0.01;0.54;0.63;0.0;0.0;3.0;7.0;8.0;4.0;700.0;32.0;1480.0;1621;1525.0
7610;180.0;568ED8FA;B5D5B9CA;0.01;0.58;0.64;0.0;0.03;2.0;7.0;4.0;48.0;927.0;39.0;1480.0;1627;1520.0
7609;180.0;2CEF36A9;9C0993CD;0.02;0.37;0.4;0.0;0.01;1.0;7.0;17.0;40.0;236.0;46.0;1480.0;1647;1515.0
7608;180.0;F01DD559;2806A3F9;0.0;0.29;0.31;0.0;0.01;4.0;4.0;6.0;21.0;3407.0;34.0;1491.0;1636;1531.0
7607;180.0;06E0D8D5;43608E5D;0.0;0.42;0.44;0.0;0.05;3.0;4.0;8.0;3.0;452.0;46.0;1485.0;1677;1545.0
7606;180.0;55B1F07B;6C955C02;0.01;0.39;0.43;0.0;0.0;2.0;4.0;4.0;47.0;680.0;51.0;1483.0;1642;1528.0
7605;180.0;B03F579D;6C955C02;0.02;0.53;0.58;0.0;0.0;1.0;4.0;17.0;39.0;0.0;55.0;1483.0;1676;1528.0
7604;180.0;6B3E48DB;3BA0D398;0.0;0.36;0.39;0.0;0.03;6.0;6.0;6.0;20.0;3184.0;46.0;1488.0;1635;1528.0
7603;180.0;BA4A4F32;3BA0D398;0.0;0.36;0.39;0.0;0.03;5.0;6.0;8.0;2.0;237.0;46.0;1488.0;1654;1528.0
7602;180.0;8042FE4D;3BA0D398;0.0;0.5;0.54;0.0;0.04;4.0;6.0;4.0;46.0;464.0;46.0;1488.0;1641;1528.0
7601;180.0;95FC65DB;3BA0D398;0.0;0.49;0.53;0.0;0.04;3.0;6.0;5.0;54.0;2576.0;46.0;1488.0;1639;1528.0
7600;180.0;8C39982A;3BA0D398;0.0;0.48;0.52;0.0;0.04;2.0;6.0;6.0;19.0;2954.0;46.0;1488.0;1632;1528.0
7599;180.0;D1453E15;3BA0D398;0.0;0.43;0.46;0.0;0.03;1.0;6.0;8.0;1.0;0.0;46.0;1488.0;1694;1528.0
7598;180.0;56C4A494;3BA0D398;0.0;0.39;0.42;0.0;0.03;6.0;6.0;4.0;45.0;229.0;46.0;1488.0;1648;1528.0
7597;180.0;C2760E44;3BA0D398;0.0;0.43;0.46;0.0;0.03;5.0;6.0;5.0;53.0;2352.0;32.0;1488.0;1635;1528.0
7596;180.0;4DFCDB8B;3BA0D398;0.0;0.37;0.4;0.0;0.03;4.0;6.0;6.0;18.0;2727.0;46.0;1488.0;1643;1528.0
7595;180.0;6FAD0B42;3BA0D398;0.0;0.47;0.51;0.0;0.04;3.0;6.0;17.0;38.0;249.0;46.0;1488.0;1649;1528.0
7594;180.0;4ED39777;3BA0D398;0.0;0.44;0.47;0.0;0.03;2.0;6.0;4.0;44.0;0.0;32.0;1488.0;1656;1528.0
7593;180.0;A9A5CD32;3BA0D398;0.0;0.41;0.44;0.0;0.03;1.0;6.0;5.0;52.0;2107.0;32.0;1488.0;1651;1528.0
7592;180.0;64A111F8;6657D710;0.01;0.36;0.43;0.0;0.0;6.0;6.0;6.0;17.0;2481.0;46.0;1493.0;1663;1543.0
7591;180.0;77A45AD6;6657D710;0.01;0.3;0.35;0.0;0.0;5.0;6.0;17.0;37.0;0.0;46.0;1493.0;1668;1543.0
7590;180.0;07578254;CC996FCB;0.02;0.17;0.2;0.0;0.0;3.0;6.0;5.0;51.0;1890.0;48.0;1510.0;1668;1550.0
7589;180.0;7234BEFB;CC996FCB;0.02;0.17;0.19;0.0;0.0;2.0;6.0;7.0;61.0;2165.0;48.0;1510.0;1661;1550.0
7588;180.0;B545F705;CC996FCB;0.02;0.17;0.2;0.0;0.0;4.0;8.0;6.0;16.0;2164.0;48.0;1510.0;1686;1550.0
7587;180.0;FC12196C;B1EBA22B;0.01;0.42;0.45;0.0;0.02;3.0;8.0;17.0;37.0;1912.0;51.0;1480.0;1640;1525.0
7586;180.0;4F95F414;CC996FCB;0.02;0.15;0.18;0.0;0.0;2.0;7.0;5.0;50.0;1596.0;48.0;1510.0;1664;1550.0
7585;180.0;45812B48;4731F567;0.02;0.17;0.21;0.0;0.02;1.0;7.0;4.0;42.0;1801.0;46.0;1511.0;1693;1556.0
7584;180.0;2668149E;E1B28665;0.01;0.43;0.46;0.0;0.01;8.0;8.0;7.0;60.0;1819.0;46.0;1492.0;1667;1547.0
7583;180.0;C5882330;E1B28665;0.01;0.38;0.41;0.0;0.01;7.0;8.0;6.0;15.0;1829.0;46.0;1492.0;1668;1547.0
7582;180.0;B66C06A2;E1B28665;0.0;0.36;0.39;0.0;0.01;6.0;8.0;17.0;36.0;1587.0;46.0;1492.0;1668;1547.0
7581;180.0;651CF865;E1B28665;0.0;0.31;0.34;0.0;0.01;5.0;8.0;5.0;49.0;1292.0;46.0;1492.0;1665;1547.0
7580;180.0;9D3A5844;E1B28665;0.0;0.33;0.36;0.0;0.01;4.0;8.0;4.0;41.0;1538.0;46.0;1492.0;1671;1547.0
7579;180.0;FEE2C4B6;E1B28665;0.01;0.44;0.48;0.0;0.01;3.0;8.0;7.0;59.0;1546.0;46.0;1492.0;1674;1547.0
7578;180.0;6E115711;E1B28665;0.01;0.37;0.4;0.0;0.01;2.0;8.0;6.0;14.0;1563.0;46.0;1492.0;1670;1547.0
7577;180.0;5BE1E184;E1B28665;0.0;0.33;0.35;0.0;0.01;1.0;8.0;17.0;35.0;1317.0;57.0;1492.0;1687;1547.0
7576;180.0;1D644D5A;5671F44D;0.01;0.49;0.52;0.0;0.01;10.0;10.0;5.0;48.0;1015.0;46.0;1486.0;1658;1536.0
7575;180.0;477082A7;5671F44D;0.02;0.59;0.62;0.0;0.01;9.0;10.0;4.0;40.0;1247.0;46.0;1486.0;1668;1536.0
7574;180.0;4AA22C6C;5671F44D;0.01;0.52;0.55;0.0;0.01;8.0;10.0;7.0;58.0;1259.0;46.0;1486.0;1655;1536.0
7573;180.0;7CFF8299;5671F44D;0.01;0.49;0.52;0.0;0.01;7.0;10.0;6.0;13.0;1262.0;46.0;1486.0;1644;1536.0
7572;180.0;3FF5DED2;5671F44D;0.02;0.65;0.69;0.0;0.01;6.0;10.0;17.0;34.0;1016.0;46.0;1486.0;1655;1536.0
7571;180.0;C94C03CC;5671F44D;0.01;0.5;0.52;0.0;0.01;5.0;10.0;5.0;47.0;721.0;46.0;1486.0;1652;1536.0
7570;180.0;32F245F8;D139AB57;0.0;0.4;0.42;0.0;0.0;4.0;10.0;4.0;39.0;959.0;55.0;1481.0;1669;1526.0
7569;180.0;FA33F289;D139AB57;0.01;0.48;0.52;0.0;0.0;3.0;10.0;7.0;57.0;970.0;55.0;1481.0;1657;1526.0
7568;180.0;996CDD8F;D139AB57;0.01;0.56;0.59;0.0;0.0;2.0;10.0;6.0;12.0;966.0;55.0;1481.0;1658;1526.0
7567;180.0;C3F9EB18;D139AB57;0.01;0.5;0.53;0.0;0.0;1.0;10.0;17.0;33.0;710.0;55.0;1481.0;1680;1526.0
7566;180.0;3826FC83;4AC24E4B;0.02;0.25;0.28;0.01;0.02;6.0;6.0;5.0;46.0;315.0;51.0;1501.0;1664;1546.0
7565;180.0;CAD800DC;6466E4EB;0.03;0.24;0.29;0.01;0.02;5.0;6.0;4.0;38.0;559.0;46.0;1505.0;1654;1545.0
7564;180.0;7AEB94A8;6466E4EB;0.03;0.24;0.29;0.01;0.02;4.0;6.0;7.0;56.0;562.0;46.0;1505.0;1662;1545.0
7563;180.0;F900E203;6466E4EB;0.03;0.21;0.25;0.01;0.02;3.0;6.0;6.0;11.0;560.0;46.0;1505.0;1661;1545.0
7562;180.0;0A3ADF3B;35C7C29B;0.02;0.35;0.37;0.01;0.0;2.0;6.0;17.0;32.0;305.0;62.0;1501.0;1689;1551.0
7561;180.0;611ECAA8;35C7C29B;0.01;0.22;0.24;0.01;0.0;1.0;6.0;5.0;45.0;0.0;62.0;1501.0;1719;1551.0
7560;180.0;6F6AA23A;8C69B089;0.01;0.48;0.52;0.0;0.0;4.0;4.0;4.0;37.0;241.0;46.0;1483.0;1662;1528.0
7559;180.0;E7061F9A;8C69B089;0.01;0.52;0.56;0.0;0.0;3.0;4.0;7.0;55.0;240.0;46.0;1483.0;1650;1528.0
7558;180.0;D9CAE8B9;8C69B089;0.01;0.6;0.64;0.0;0.0;2.0;4.0;6.0;10.0;248.0;46.0;1483.0;1647;1528.0
7557;180.0;C58F150C;8C69B089;0.01;0.38;0.4;0.0;0.0;1.0;4.0;17.0;31.0;0.0;46.0;1483.0;1678;1528.0
7556;180.0;E41873B9;DAF26177;0.0;0.4;0.43;0.0;0.01;3.0;3.0;4.0;36.0;0.0;46.0;1480.0;1655;1525.0
7555;180.0;9F55CDDC;DAF26177;0.01;0.59;0.64;0.0;0.02;2.0;3.0;7.0;54.0;0.0;46.0;1480.0;1643;1525.0
7554;180.0;5C8F6E10;DAF26177;0.01;0.52;0.57;0.0;0.02;1.0;3.0;6.0;9.0;0.0;46.0;1480.0;1665;1525.0
7553;180.0;331C7409;DAF26177;0.0;0.45;0.49;0.0;0.01;7.0;7.0;17.0;30.0;1491.0;46.0;1480.0;1635;1525.0
7552;180.0;A0EDBF03;DAF26177;0.01;0.55;0.6;0.0;0.02;6.0;8.0;5.0;44.0;1775.0;46.0;1480.0;1626;1525.0
7551;180.0;C9EA2F5F;DAF26177;0.0;0.45;0.49;0.0;0.01;5.0;8.0;7.0;53.0;2071.0;46.0;1480.0;1637;1525.0
7550;180.0;A8ADE61C;DAF26177;0.01;0.48;0.52;0.0;0.02;4.0;8.0;4.0;35.0;2082.0;46.0;1480.0;1638;1525.0
7549;180.0;4685F1CC;DAF26177;0.01;0.59;0.64;0.0;0.02;3.0;8.0;6.0;8.0;2128.0;46.0;1480.0;1634;1525.0
7548;180.0;54568BCB;DAF26177;0.0;0.43;0.47;0.0;0.01;2.0;10.0;17.0;29.0;1201.0;46.0;1480.0;1636;1525.0
7547;180.0;1E17A226;22ADB3F3;0.0;0.79;0.82;0.01;0.06;1.0;10.0;5.0;43.0;1488.0;46.0;1476.0;1629;1501.0
7546;180.0;8BDE9922;332091CC;0.01;0.56;0.62;0.01;0.0;9.0;9.0;7.0;52.0;1777.0;46.0;1486.0;1625;1516.0
7545;180.0;219C0969;332091CC;0.01;0.4;0.44;0.01;0.0;8.0;9.0;4.0;34.0;1785.0;46.0;1486.0;1637;1516.0
7544;180.0;91240B11;332091CC;0.01;0.62;0.69;0.01;0.0;7.0;9.0;6.0;7.0;1838.0;46.0;1486.0;1643;1516.0
7543;180.0;C1DE02A7;2A8BED63;0.02;0.59;0.61;0.0;0.0;6.0;9.0;17.0;28.0;911.0;46.0;1488.0;1649;1528.0
7542;180.0;0DCA2EE1;2A8BED63;0.02;0.41;0.43;0.0;0.0;5.0;9.0;5.0;42.0;1202.0;46.0;1488.0;1642;1528.0
7541;180.0;E4E54F7F;2A8BED63;0.02;0.58;0.61;0.0;0.0;4.0;9.0;7.0;51.0;1502.0;46.0;1488.0;1642;1528.0
7540;180.0;0C7318F9;2A8BED63;0.02;0.6;0.62;0.0;0.0;3.0;9.0;4.0;33.0;1510.0;46.0;1488.0;1650;1528.0
7539;180.0;7649E7E6;2A8BED63;0.02;0.47;0.49;0.0;0.0;2.0;9.0;6.0;6.0;1559.0;46.0;1488.0;1652;1528.0
7538;180.0;D23D800A;2A8BED63;0.02;0.47;0.49;0.0;0.0;1.0;9.0;17.0;27.0;625.0;46.0;1488.0;1652;1528.0
7537;180.0;B33A68A3;DD4524C7;0.02;0.41;0.42;0.01;0.0;6.0;6.0;5.0;41.0;903.0;46.0;1480.0;1643;1515.0
7536;180.0;8ECAA9EB;DD4524C7;0.03;0.6;0.62;0.01;0.0;5.0;6.0;7.0;50.0;1187.0;46.0;1480.0;1630;1515.0
7535;180.0;D73755A7;DD4524C7;0.02;0.4;0.42;0.01;0.0;4.0;6.0;4.0;32.0;1193.0;46.0;1480.0;1628;1515.0
7534;180.0;B895E9AC;DD4524C7;0.03;0.6;0.63;0.01;0.0;3.0;6.0;6.0;5.0;1235.0;46.0;1480.0;1629;1515.0
7533;180.0;12D34451;DD4524C7;0.02;0.55;0.57;0.01;0.0;2.0;6.0;17.0;26.0;306.0;46.0;1480.0;1632;1515.0
7532;180.0;03669577;DD4524C7;0.02;0.57;0.59;0.01;0.0;1.0;6.0;5.0;40.0;600.0;46.0;1480.0;1632;1515.0
7531;180.0;E598F43D;46F56B8C;0.01;0.46;0.5;0.01;0.04;7.0;7.0;7.0;49.0;891.0;46.0;1480.0;1640;1525.0
7530;180.0;5ADA76B1;46F56B8C;0.01;0.42;0.45;0.01;0.03;6.0;7.0;4.0;31.0;902.0;46.0;1480.0;1634;1525.0
7529;180.0;44DA137A;46F56B8C;0.01;0.44;0.47;0.01;0.04;5.0;7.0;6.0;4.0;961.0;46.0;1480.0;1640;1525.0
7528;180.0;75495E75;46F56B8C;0.01;0.46;0.5;0.01;0.04;4.0;7.0;17.0;25.0;0.0;39.0;1480.0;1659;1525.0
7527;180.0;2E2DC7E5;46F56B8C;0.01;0.41;0.45;0.01;0.03;3.0;7.0;5.0;39.0;291.0;39.0;1480.0;1637;1525.0
7526;180.0;4E5335B9;46F56B8C;0.0;0.33;0.36;0.01;0.03;2.0;7.0;7.0;48.0;584.0;46.0;1480.0;1647;1525.0
7525;180.0;D5208814;0A8B5BDF;0.01;0.44;0.47;0.01;0.02;1.0;7.0;4.0;30.0;586.0;55.0;1481.0;1680;1536.0
7524;180.0;CAF396EE;833CB975;0.02;0.36;0.38;0.0;0.02;6.0;6.0;6.0;3.0;641.0;46.0;1490.0;1680;1535.0
7523;180.0;DEE81F13;833CB975;0.02;0.32;0.34;0.0;0.02;5.0;6.0;2.0;57.0;0.0;46.0;1490.0;1683;1535.0
7522;180.0;077D7542;9CF45E8B;0.01;0.46;0.49;0.02;0.02;4.0;6.0;5.0;38.0;0.0;51.0;1475.0;1657;1525.0
7521;180.0;8EF4A17E;9CF45E8B;0.01;0.48;0.5;0.02;0.02;3.0;6.0;7.0;47.0;300.0;51.0;1475.0;1644;1525.0
7520;180.0;3A6E4E39;00FFEE90;0.01;0.31;0.33;0.01;0.02;2.0;6.0;4.0;29.0;310.0;51.0;1489.0;1663;1534.0
7519;180.0;291A9EEF;BE0EA08D;0.02;0.28;0.3;0.0;0.02;1.0;6.0;6.0;2.0;344.0;55.0;1497.0;1693;1537.0
7518;180.0;3F029B2E;D22BFB79;0.01;0.33;0.37;0.01;0.05;6.0;6.0;17.0;24.0;0.0;46.0;1480.0;1682;1540.0
7517;180.0;1B28E8DD;D22BFB79;0.01;0.36;0.4;0.01;0.05;5.0;6.0;7.0;46.0;0.0;46.0;1480.0;1675;1540.0
7516;180.0;30ECABC6;D22BFB79;0.01;0.33;0.36;0.01;0.05;4.0;6.0;4.0;28.0;0.0;46.0;1480.0;1680;1540.0
7515;180.0;BBB72F91;B44BA138;0.01;0.31;0.33;0.01;0.04;3.0;6.0;2.0;56.0;0.0;46.0;1482.0;1676;1532.0
7514;180.0;BB1D2930;B44BA138;0.01;0.42;0.45;0.01;0.05;2.0;6.0;6.0;1.0;0.0;46.0;1482.0;1676;1532.0
